Level Name,Creator,Song,ID,Tier,Enjoyment
DIMOUT,whoiskeve,EGO,89577199,18.75,8.00
Pirouette,vyp,endK - Ruby Saloon,89588848,5.65,7.79
Sound Energy,JustJrockGMD,Rebound,89595237,2.24,6.19
NECROSE,Simwamwi,KIDS,89606625,10.49,8.33
Dstorv,SigRp,An-fillnote - ExaVid (CV4 Remix),89630362,17.80,4.10
Eternal Night,FadeOff,Rose Castle,89647571,1.95,6.93
CHALK,BrainETR,Ang Cariosa,89652282,2.72,8.42
Amaltea,BlackRoseTeam,Revolve,89666170,4.18,7.45
maddening,shmigels,Fox-trot Fletcher,89678885,25.00,8.00
MulLuna,Mulpan,Tumba Ping Pong Song,89686859,24.25,9.25
White Hole,NoFlix,Creo - Sky and Soul,89706736,3.53,7.14
Dont Let Me Drown,MaxxoRMeN,udrgnd,89713477,10.10,8.71
Legacy Dream,Moonlchan,Euphoria {Dj-Abbic},89733919,16.45,6.89
Ghevs,truongwf,Go Longer,89735907,5.58,7.50
Inane Demon,KiwiPenguin,Brainzap,89743050,15.71,5.66
Crippled Depression,NateFH,Stereo Madness,89748074,N/A,N/A
Sound Boon Machine,slayerkirb,SSJ3 - Beloved/Daughter,89749830,15.20,7.48
Heatwave,Valentlne,---Killing Spree---,89751830,16.86,7.98
aeonair space battle,awesomeme360,Brainbite,89752951,4.95,7.01
Cubic Force,Edooox,Hexagon Force,89777251,14.94,7.00
Prism Peak,bli,Creo - Sky and Soul,89777624,1.87,7.07
Blast Fantasy,Thund3rKnight77,Blast Processing,89778215,1.87,6.52
Chub Chub,EnTrix23,Space Laces - D.A.W (Cylriel Flip),89794133,22.80,5.75
FISH FISH GODMODE,whoiskeve,Ushiro No Shomen (?????????),89807521,21.12,6.97
Last Vision,mosquero,Johnny Castaway,89818605,7.71,7.79
Imaginary Alphabets,Alpheia,Cipher,89832707,11.75,4.25
My Lost Love,Astronaut21,AIM - Out by the shipyard,89835860,5.67,5.83
Boom Shakalaka,Akunakunn,xKore - Die Bitch!,89865688,19.51,8.50
Eastern,azhir,Creo - Dune,89868943,16.00,7.80
FIREPOWER,Sillow,Teminite - Firepower,89876243,28.38,4.75
iSpyWithMyLittleEye,Voxicat,BIKE,89886591,1.77,7.83
Bad Ending,MaFFaKa,Creo - Evolution,89899000,6.91,6.90
SMARTISH MODE,Enfur,Koraii - Scarlet,89901532,20.00,8.00
Blue Rev,Wentex,EnV - Valiant,89917721,17.65,3.57
Beaster,Hypno74,-Swirl!-,89942658,18.13,7.25
Camp Trip Eden,Lyriaki,Remnants,89953553,2.30,6.45
TRIPPY TRIPPY,Wulzy,{Violet},89956836,13.96,7.85
Danger Zone,01clark,-Control: Damage-,89956944,3.67,5.94
Twilight,RealSmartish,M83 - Midnight City (Echorift Cover),89957200,5.15,7.38
chilled frame,nidiiii,04 Catalysm,89969325,7.25,5.75
Comi Maid,loafboi,SSJ3 - Night of Nights,89975191,3.64,7.09
court circuit,Fafenel,Lit Fuse,89976481,23.00,5.00
The Bahamut,TheRealAceTAD,The Bahamut (i hope this is the final mix),89992239,1.04,7.07
thx 4 playing,GDTicLos,B-X Thanks For Playing My Game,90000008,1.89,7.70
Panthera Tigris,Carminius,In The Tigers Den,90005191,8.00,8.09
Entropy,St1ngGD,Equilibria - Unsustainable,90008077,N/A,N/A
Termination,BridgetTheCroco,electronic soundwaves to dance to,90017562,18.17,5.00
To The Blue Moon,vRidge,Creo - Endless,90024795,23.29,7.86
Layers,DangerKat,CONNECT,90028817,6.33,5.69
Astral Decay,ToastLord,Creo - Aurora,90049478,12.24,8.39
Terminal Rampancy,Xyriak,xKore - Splatterhouse (WIP),90057148,N/A,N/A
Velocity Verlet,Worz,I Like Your Face,90063341,18.14,6.33
Dumbest Girl Alive,Renn241,Sharks - Light,90064781,21.63,6.00
Ultimo universo,Nacho21,Xtrullor - Samsara,90090090,15.31,8.36
We Are Not The Same,mbed,Carrot Juice,90104288,33.00,1.00
Silentium Clavas,Xolarzz,Clubstep,90129239,31.00,2.00
E X T R A    W I D E,J27Blaze,annihilate,90155764,18.45,7.65
Energetic Field,Edooox,A Tiny Spaceships Final Missi,90157488,3.78,7.00
iLu Zie,Mineber,Spaze - Deception,90164854,7.50,5.50
Twilight Coexistence,NesiaL,Omega,90172239,24.67,9.67
OVERBURN,Nitsky,Without Fervour,90182469,3.04,5.90
Viox,Snoozzzing,Glint,90185533,5.36,8.39
Twilight,zYuko,Cybergirl,90193093,32.00,0.00
niflhel,IShardI,Dreamscape,90197147,20.55,6.40
Epicenter,EpiX07,ColBreakz & Punyaso - Down Caves,90197787,10.20,6.25
The Mines Circles,royen,[TMM43] The 7th Day,90222644,18.05,6.31
i remember why,NixinityFeralRF,monikrr - in/my/head,90235618,16.88,9.88
HIGH,Maroplay,Switch,90237306,4.20,5.84
bye,shrympo,Aquatic Metropolis,90239924,4.02,7.33
ICE AGE COMING,ImMaxX1,ICE AGE COMING (for immaxx1),90241484,5.74,8.16
surprise,XMENAX,{Rose},90247832,4.62,6.91
Downside Destination,Rosiph,Jamuary Day 6,90248804,10.67,8.56
Sinless Ash,Whirl,Unholy Insurgency,90251922,2.26,6.98
EFEU,krenogd,Helvetican - Agi,90267991,13.96,7.12
Relapse,Lamellae,Creo - Dark Tides,90276921,16.43,4.86
Step Closer To Death,Extreme7687,Bossfight x Philip Strand - Voices,90277849,1.31,7.24
Bete Noire,Ultimxte,Creo - Ballistic Funk,90280796,3.50,7.00
glhf,wetols,Rebound,90293345,2.14,7.39
ETCETERA,GOOBER194,WOW!! 2!! THE SEQUEL!!,90294438,1.28,7.63
Melting Point,Wistromz,-Meltdown-,90305467,4.25,5.87
nuclear,MCres,Zero Sum Shuffle,90317455,15.52,7.19
FROZEN INFERNO,RealSmartish,TheFatRat - Mad Moon Falling (Dota 2 Music Pack),90334047,1.03,7.45
EnCrypted,Blaster1337,-Meltdown-,90338016,N/A,N/A
The Road Runner,WoundedGalaxy,The Fear That They Sell,90347857,9.88,8.25
Binary Life,cherryteam,Binary Life [cut for sauzzeths solo],90348209,9.00,5.30
Hopla,Gepsoni4,Hop,90369172,1.05,7.82
Next Stop,MasterKilipot,next stop,90386831,4.55,6.06
Solar Flare,Linear2,[J] - Solar Wind,90390075,34.50,10.00
network,VanDerVals,Creo - Sky and Soul,90400834,31.50,8.50
Solar Wind,IWillowI,[J] - Solar Wind,90408422,12.08,7.62
Ultrastellar,3DADronX,Space Battle,90412347,5.67,6.00
Escape Room,SleyGD,"Metal Frog, Machine Fly",90420966,32.33,9.33
flora,Latuka,Rosen Grove,90422817,3.73,6.74
Digital Essence II,MAYEROSA,meganeko x Shirobon - Mind/ /Pulse,90427673,2.70,6.64
Clear My Path,MaxxoRMeN,Empress,90430947,6.98,8.32
Four Seasons,dpoopoop,Koraii - Good Girl,90435079,16.05,8.22
Puzzle Land,Grabmaster,-Color Blockade-,90436640,5.75,7.33
PLAY WITH FIRE,LillyVX,meganeko x Shirobon - Play With Fire,90437094,1.19,7.14
Ikigai,Pettsu,Kimchi Stew,90439043,18.63,7.63
CHALLUNGA FINALE,rafabirds,KIDS,90451473,19.25,7.25
Weak Force,Astrala,Explore The Core,90460355,16.50,6.00
Cloud9er,ewop,Summit,90461987,2.25,6.94
Thanorok,gdBOBplop,ALESDA! - Lost,90461993,4.36,6.31
EGO KILLING,exactteam,Ego Death,90463207,N/A,N/A
FREEDOM AWAITS,OliXor,possible alternative arrangement,90474997,5.99,7.94
The Castle,matty2003,The Final Battle (Save The Princess),90475375,9.14,6.29
Change of Scene,bli,Beethoven - Moonlight Sonata 3rd Movement (meganeko Remix) [2022 version],90475473,2.95,9.01
Saul Goodman,Renn241,xKore - Showdown,90477539,35.00,7.00
Kamikaze,KiziBro7,-Killstealer-,90480457,18.40,7.20
PSYCHEDELIC,MCres,PSYCHE I,90495517,7.78,7.67
Bloodcry Crucible,FrostDragonGD,It Takes Me (feat. Waylon Reavis),90510056,3.62,7.15
techno essence,Virtualoid,Music Is My Thing [Electro],90526820,12.01,6.90
Unfixed Malware,DrimpGD,{Blaze},90534279,3.67,5.40
FIFTY THREE,Vlacc,PUNYASO - Popcorn (ColBreakz Remix),90539291,31.00,6.00
robert,sorbett,YOURE THE PRODUCT,90579684,2.25,6.28
Fusion Machine,VaLe05,Baroquen Music Box Re-Inv,90590701,3.57,7.80
Vantel,TheUnitedStates,vantel,90595656,3.83,6.37
Circuit Breaker,YraX,-Control: Mind-,90596539,18.26,7.30
CORRODERE,Moosh,NH22 - Corrosion,90597202,33.00,8.00
Le Midd Mapperoonies,Akunakunn,Pursuit,90597607,26.00,6.00
Gameloft Revolution,MarkyArchived,lia;quo?Crystal Corruption??Nightcore Edit?,90627698,1.22,5.99
Spirit House,ElectriDark,Grim Grinning Ghosts (Feat. CrusherP and Corpse Husband),90628157,26.50,5.50
JAUNT,BrainETR,Bamboo Berry,90629600,1.87,8.50
Try Together,SweetyDaniX,"Wobbly Tooth, Crunchy Apple",90646526,14.32,8.28
Glazed,Split72,"Burning Vessel, Ready for Takeoff",90651294,5.93,5.38
teehee colon three,Wolvyy,Hop,90661998,20.10,7.35
GD Avenue,Mistically,Dashmo OST,90662616,9.25,5.33
Doohickey,Xoroz,Nichibotsu,90670001,7.24,8.61
DIABLO,BIANOX,KBIOT,90677710,18.50,7.50
New Retro,ReYzen,WALKMAN,90688671,1.94,7.00
Megacollaboration,GDSkele,Hexagon Force,90698772,17.00,5.50
Amnesty,fscalcium,Dex Arson - Immunity,90701090,3.75,6.33
Alien Generator,8BitFudge,clukwurk,90728742,9.17,8.00
Northern Sector,krenogd,Vain Star,90742274,3.12,6.05
Mega Strike,Polarbeahr,{dj-N} Thermodynamix,90750865,3.23,7.19
Night Crawlers,StarkyTheSalad,"~NK~ ""TruthOrDare"" featJrounds",90755031,17.60,7.50
rose,Eggsncoffee,{Rose} Remastered,90763727,17.65,8.30
Astraea,DiamondDemon935,Creo x Exyl - Cosmic War,90769144,4.20,7.26
Electro House,Danolex,~Electro House 2012~,90771665,1.52,7.37
KETAMINE,Furky04,Late For Class! [Novatone OGC 2020] ????,90772080,19.36,8.27
Frame Of Mind,DubstepFanatic,Helzspring - You gotta,90782865,8.98,6.38
OBSERVER,hhxa23,Spaze - Observer (Outro),90807452,5.97,9.20
Metal Magic,BranSilver,Might & Magic 2021,90809996,5.03,6.66
hallucinate,vayulena,The Hallucination,90818659,19.32,7.81
outpost,xepheron,"~8,760 Hours",90829818,15.73,7.64
Kranio Naos,Zeniux,Macrocosm (The Alpha Axiom EP),90835243,1.56,7.54
Vam,realflaaroni,Eric Reprid - Vam Remake,90845382,1.73,7.88
BitBreak,LightPotato99,Breaking Point,90849702,5.81,8.75
weaves of origin,thexxuser,Karts & Gours,90852190,17.63,9.32
Fog,notesxd,Fog,90853661,32.00,7.00
Comeback,Soverney,Bossfight x Falcon Funk - Comeback,90854946,16.63,8.13
FusionDynamix,TwisterDude161,Electrodynamix,90857000,N/A,N/A
Tenebris,Mulpan,Alter,90869074,23.00,7.00
Sinking Feeling,sendoxx,-Sinking Feeling-,90879353,18.67,5.50
HATE EVERYTHING,Subperfect,Hate Everything,90882513,11.64,8.79
Coral Cave,awesomeme360,Coral Cave -Harsh Techno-,90891227,32.00,9.50
Ogue,Kapycta999,bloodletting,90902050,20.00,8.00
zero,clohy,ParagonX9 - Chaoz Fantasy,90915378,3.64,7.19
Aewolf,Alpheia,taraxaWHAT,90917868,5.89,6.57
Galactic Codex,Polarbeahr,Pokemon - Temporal Tower Remix,90919305,2.40,5.21
PAINFUL PLAYLAND,TwisterDude161,Dry Out,90922017,22.00,8.00
Uncharted Space,Myst1fied,SUNSCREECH - antic star (instrumental ver.),90930772,4.20,5.75
GREGWORLD,whlt,wishful thinking,90933469,4.33,6.79
SUPERMAYOHATECLUB,nabbbbbb,The Maze Of Mayonnaise,90942005,24.50,6.25
Rock n Roll,itisgreatandfun,Skrillex - Rock n Roll (Will Take You To The Mountain) - Cover,90945279,17.71,6.00
dismay,Novaach,Sidestep,90953648,19.68,8.44
A Silly Life,Dissmo,Nearly spring,90961431,18.00,6.80
Light Spectrum,Nottus,MDK & meganeko - Supercharge,90976275,3.68,7.17
EUVECTOR,nathsad103,ENDLESS UTOPIA VECTOR,90981909,14.34,7.08
Unlimited control,Blogde,How to Take Complete Control of Everything and Everyone,90993173,6.25,8.75
To the Exosphere,Vizitek,Exosphere,91000246,22.00,6.33
Recollection,DreamTide,Koraii - Uplink [Lilysse Collective],91004796,4.23,6.25
the wiener,Rynoxiouss,surasshu - The Penis (Eek!) [chops remix],91019161,N/A,N/A
Shattering Light,Horneet,Paper Skies - Lightyear,91021939,1.17,7.13
ROADRUNNER,SophPaprika,Sunshard [polarprism edit],91032176,11.63,5.86
help,llertt,Mad God,91035507,N/A,N/A
Livid Light,scorpsi,Bonfire !,91039516,4.08,6.57
Sides Of My Mind,MaxxoRMeN,Koraii - Scarlet,91042484,32.67,10.00
Trick Room,rply,Koraii - Trick Room,91054490,19.39,8.84
Sunken Polis,Starbom,Creo - Flow,91055359,3.04,8.17
Excursions,Yendis,Lifted WIP,91056895,6.24,7.40
big  daddy,DeadVoxelx,Infernoplex,91076136,12.33,6.75
DISCO MASSACRE,Custi,Creo - Rock Thing,91090124,18.00,3.50
SumPlusWorld,SumPlusWord,Sidestep,91096573,12.33,7.50
cavalcade,cordeaux,Iunno,91109267,17.40,9.40
PARTYSIRENS,shodai1128,! PARTY SIRENS !,91110754,1.67,7.56
Mulpan Travel,Mulpan,Lunar Fractals,91120733,6.75,6.40
Familiar Sun,Kebi,familiar sun,91132245,19.44,6.78
BLINDSPOT,tricipital,EnV - RPM,91133124,5.92,7.00
bims level,Bimms,Creo - Flow,91146993,4.96,7.99
Gocus,Ficelo,EnV - Uprise,91174799,13.61,7.36
Fallen Club,trideapthbear,xKore - Distorted,91180803,16.09,6.86
ATOMIC CANNON Mk II,LIEB,{dj-N} Robotic Nightmares,91180835,32.00,7.00
Duning,Azuvy,Creo - We Can Dream,91185941,2.79,7.39
Geomon,GDvesuvius,Apaolo - Geomon,91201110,1.14,6.26
i hate renn,Renn241,CONNECT,91204586,23.89,6.00
Banger,Dartling,Skorde - GAME SENSE (feat. D4C),91214464,5.26,6.18
nGc,kcool101,Question Everything,91228721,4.85,5.73
3cu,truongwf,c ?????? c???,91249688,9.20,8.10
Rock is going on,WarningGoat,Warp,91255536,4.73,7.00
Whatchamacallit,OrcaHedron,"~NK~ ""Seasons"" Preview",91262760,16.60,8.40
Reedy,DEcobii,Armed and Ready,91264016,16.19,8.04
Coolie Mazie Paloozi,Akunakunn,-Give me a break-,91267754,25.45,9.40
H B F S,Jenkins,h.b.f.s.,91268089,18.27,7.00
Blindfolder,FeindFighter,Seashine,91279768,1.04,6.91
Not My Style,dolphe,Creo - Sky and Soul,91281165,2.16,7.36
FURIA,Blogde,Funk That,91283828,2.18,6.20
PINK DESERT OASIS,hauxz,Sentience Bazaar,91293426,2.86,7.19
Frenzy,Whippie37,JellyBear & Seluekos - Break Party,91294711,20.75,8.00
Megadisco,EnderI,Normal Mapping,91297435,2.55,5.57
Impolite,llj,Rising Sun,91316382,5.43,6.43
Snow Pack,RealZober,Xtrullor - Authority,91326232,3.62,6.14
Tunnel of Despair,Exen,Silent Hill (Dubstep),91351939,N/A,N/A
Charmed Life,PAHC,Charmed Life [comm],91364034,6.00,5.00
wireless cable,BeddaL,Bionic Belly Button,91369810,18.43,6.00
iridium,spark,Iridium,91386392,21.50,5.38
Blue Suns Zenith,IceboxOG,Xi - Blue Zenith (RedWire Remix),91396136,24.50,10.00
Time tunnel,Hank960724,M83 - Midnight City (Echorift Cover),91413380,15.20,3.20
Tesseract Force,Edooox,Hexagon Force,91413592,24.25,5.75
ReRUST,Dawnf4ll,Creo - Outlaw,91424942,17.93,6.90
Monolithos,JonathanGD,Monolith,91446932,3.88,7.87
Scrap,Pauze,Starship Showdown,91448272,2.82,7.30
Kleure,N1mda,Creo - Flow,91473138,17.07,7.30
Propulsion,Polli,{dj-N} Thermodynamix,91491253,10.74,7.77
Dusker Processing,DuskerHu,Blast Processing,91509581,N/A,N/A
LUMINOISE,Belastet,My vision,91526451,4.73,6.89
Acrise,ZWK,L. Mity & EspiDev - Acrise,91533016,16.04,8.48
DRY BONES,whlt,xor - ??????????????????,91534923,10.06,8.55
shutup,NovaBean32,Bossfight - Milky Ways,91539812,11.16,7.29
A Creators Journey,JustJrockGMD,M83 - Midnight City (Echorift Cover),91543342,4.86,7.79
Hustle,Florigonchick,Slam,91578107,12.50,6.50
Core Complex,zNickname,Horizon ( Drum n Bass ),91578396,15.50,7.50
zuttomae,Wyntaee,Layered,91578599,16.03,7.38
Aerophobia,T0rnat,Turbulence,91579195,4.93,7.00
Intoxicated Freedom,Makhozz,Nubes,91595367,2.02,7.37
Dance of the Violins,DrayTM,Dance Of The Violins,91595507,N/A,N/A
Kelutral,DashyGTC,Sidestep,91608434,5.51,7.15
Swirl,vyp,violet.,91615966,4.68,7.64
marbl,UsteX,Marbl,91667347,3.13,6.30
Sunfall,Zhorox,Creo - We Can Dream,91674875,9.56,8.16
cyberrush,Waddl3,Dark Matter Suite (1f1n1ty + LOrbSheddy Remix),91676916,3.46,6.43
earth shatter,Devilmine,DuoCore - Dignity,91680867,13.97,8.00
Zodiakos Kyklos,Ghotstav,PARANOiA Eternal Darkness Mix,91682434,12.82,7.73
Tyryzh,Selskiy Kot,Titan Channel - ?????,91690696,3.71,7.06
4Elements,royen,-conclusion-,91692203,22.00,5.83
Backlights,kodex360,Creo - Idolize,91701349,21.17,7.55
DownBurst,ItsJustCohen,Teminite & Chime & PsoGnar - Monster,91703082,4.00,5.93
YUMMY SAND,awesomeme360,Creo - Ahead Of The Curve,91709056,17.30,8.31
sky Rush,Kacurroo,-Sky Fortress-,91711914,12.64,4.64
Spin Right Round,Blueskiii,You Spin Me Round (Like A Record) 8 Bit/Chiptune Remix,91737656,17.71,7.59
Heavens Door,TMco,Gs Adventure Note,91739197,23.93,9.94
Blue Cheese,GDSkele,Next Adventure,91766387,4.30,5.92
Ducky,Koopazu,For Ducky,91767011,1.72,8.12
Colorado,Nikce,Nubes,91780215,2.88,7.38
Girt,Rulmyy,Bossfight - Grit,91780394,2.83,6.73
High Heat,BiBox,ak+q & Redeilia - Enigma Helix,91782999,19.75,7.71
Barbaros Castle DX,Moffe,NEW SUPER MARIO 64 REMIX!,91786210,4.16,6.35
Out of Chaos,MannyHeffley,ALESDA! - Lost,91795562,21.71,9.38
TORN,Kyhros,Dark Conviction,91816388,32.67,6.67
survivor,stefanos2004,Creo - Evolution,91831171,2.52,6.87
Engage,Nebbles,Sonavision Deluxe - Velcro Animation,91846465,11.50,5.50
M U R I N O,ellessen,Boom Slayer SFX,91854108,2.10,5.47
jannah,e3ea,A Thousand Years Waiting For a Moment in Your Prestige,91854743,4.63,5.00
SoaP,IAteSoap,Feral,91873204,14.00,4.00
Opal III,Xypheeeer,Eliminate - Walk Away (Paper Skies Remix),91879366,4.63,6.13
Frozone,ZAmos,Theory of Everything 2,91885669,15.40,7.04
Love Syndrome,Tinraz,Serotonin Syndrome,91904126,15.24,7.00
The Other Side,lunziestella,Dancing Among a Mirror - Lunziestella,91905480,2.61,7.31
Weathery,LINrc,Paper Skies - Flare,91905666,10.75,7.25
DoraNeDura,4yoet,???? - ????????? (NCS Experimental Remix),91911747,18.13,8.23
MX11,MaxK,Armageddon,91916496,3.64,7.09
Cake By The Ocean,Kampos,DNCE - Cake By The Ocean (Okathan Remix),91937002,14.93,8.53
Absolute Hotness,ToastLord,Creo - Awaken,91942382,11.97,7.56
Everything,BlazeRol,Shut Eye - Everything Falls,91951174,14.83,6.55
dooMEd,MaxxoRMeN,Daydream,91966426,14.45,7.37
Rupture,pyrtsune,iwont,91978794,3.22,5.96
My best level,Shrc,Infernoplex,91997233,8.00,8.00
Tempus Fugit,fruitsnack,Starset,92033337,18.00,5.75
Ngu,Catim,Creo - Drift,92037672,13.29,8.61
VariouS Colors,retromanGD,Spaze - Dreams,92053789,3.17,5.52
Three blocks wide,Dyspex,Thaw,92054469,14.41,5.33
Dance Til Dawn,fourtex,Automatic Disco,92056601,22.40,4.20
Lost To Time,Billyg1122,{Midnight},92059774,5.08,7.14
TerrorCore,loogiah,Chael - Dead Pixel,92093417,20.93,6.47
One North,iRozz,At the Speed of Light,92111845,16.07,8.61
Heaven Ahead,Carminius,Domyeah - Escape from Hell,92124051,6.33,6.25
IDOL19,YouknowwhoGD,"""Stars""",92128198,21.72,7.24
All For You,Kevcito,PANDA EYES x MINDY - ALL FOR U,92130264,6.29,8.00
Awedsy,sink,Detonate,92132505,32.00,8.00
Resurrected,xCraZydasherGDx,DirtyPaws - Rukkus (Original Mix),92188454,5.64,5.75
Aquarius,zephlin,Ocean Breeze,92188591,14.86,6.05
good morning,iNubble,Will There Really Be A Morning?,92188855,14.06,8.63
rg09,fitatfi,Hide & Seek,92215926,19.60,6.80
somnium threads,djudjeito,"~8,760 Hours",92216497,6.91,7.06
EFFERVESCENT,friendless,nano love,92222352,1.78,7.39
Cluttered Confusion,Enfur,Clutterfunk,92245045,23.33,9.00
INERTIA,Clodsire,Shapeshifter,92250199,19.67,8.50
Lucid Trip,ImNotNuub,Dynamic!,92268894,8.20,6.50
Hello Fitzgerald,vortrox,Funny Cat,92270379,4.02,6.36
Radiant Rift,ImMaxX1,Talurre - Fatum,92275315,2.88,8.20
ELEVATE,64x,C.R.O.S.S.,92276415,16.90,7.61
FLATLINE,hoopyglue,Blood Rain,92282174,18.33,1.67
laranja azul rosa,shmigels,Xtrullor   Panda Party - Sheol,92287510,23.06,7.17
Make Your Fly,HyoJung,Fly Away,92293659,2.21,5.92
galos tryna KILL me,GDTicLos,Ardolf - (execute.),92298045,1.16,7.79
TicLos stop lyinggg,galofuf,Ardolf - Dark Dungeon,92299078,3.88,7.59
TUAPEKA,Feijoaoa,Black Silk,92299438,21.89,7.83
Purple Haze,rin999,Dark Angel - F-777,92310374,3.58,7.84
Iridescent Glee,43Donut,Be Gone Mr. Gawne,92339490,7.82,9.52
Osam,Galactrix,-Fuzzy-,92354338,4.63,7.75
La Llorona,cherryteam,La Llorona,92362284,21.11,8.00
MDRR,Litoks,Pantheon of Dreams,92389569,15.87,8.37
Stable Skyline,Split72,Jumper - Beyond The Walls,92405538,5.78,6.22
sunward,neigefeu,Oasis,92416762,10.85,8.56
PRINTER NOISES,JoacoPe25,PRINTER NOISES,92417063,5.03,7.27
spiral,Rowanm,GBA Getaway! [Jamuary Day 11],92418993,3.73,6.97
THE CONDUIT,ItzKiba,[Chillstep] Adrift,92427741,2.73,6.02
Up and Down,Lykoz,UP&DOWN,92453242,22.00,10.00
Jupiter My Favourite,Akunakunn,Tokyo Nights,92466083,32.00,8.67
4ucked Up,LordeQuacc,ELEPS - FORCE (DUBSTEP),92473158,22.00,7.00
Neon Menagerie,DriftGMD,Moe Shop - WONDER POP (Rairiku Flip),92489781,7.00,6.57
Instinct,ItsHybrid,Lavender,92538968,29.50,10.00
Upcoming,Latko,Stardust,92546101,2.18,6.87
Voltage,Hypno74,-API- Paradise on E [REMIX],92548253,26.00,8.00
DysautonomiA,569Zilla,CONNECT,92556312,4.26,7.92
The Icon Kingdom,Twandash,-Glorious Thunderzone-,92567334,2.92,6.45
ADEUS,Epxa,Panda Eyes - Master Sword,92578034,6.17,3.50
Pandemonium,Cersia,-Haunted woods-,92583725,N/A,N/A
Emerald Realm,CastriX,Johnny Castaway,92601775,8.81,6.82
ngon,Itzsejunvn,Pagoda,92643108,11.59,5.88
Discocide,YakobNugget,Flock,92643426,16.23,7.36
MEGAlevel,BurningBanana2,Meowmetic,92656633,3.37,7.05
Morning Star,RealSmartish,Morning Star,92658106,1.57,8.72
Pleasant Nightmares,therealjollunen,Creo - We Can Dream,92678316,2.59,7.15
Corrosion,Vizitek,Brighter Colors [Anthem Season 2],92682733,14.97,7.48
SHADOW DANCE,Veipik,SHADXWBXRN - SHADOW DANCE / REMAKE,92686992,2.25,6.74
Overload,Lyal,Hook Echo,92704715,15.37,8.59
Frieden,EdwynLam,Creo - Shine,92706714,12.56,8.60
Flipsie,Wav,Coffee with Jean,92712922,2.24,6.87
Costa Rica II,CUBICCC,Darkness Groove (Novatone Release),92713152,1.77,7.69
I Made This 4 Fun,xGWx,Moonlchan - Dark Vibes,92716951,1.03,6.76
Frozen Icefall,Dartling,ParagonX9 - Polar 240,92718050,6.19,7.00
xGARDENx,ElectricNJ,INCISION,92719108,16.50,8.00
Journey,IdkLoLFunny,goofy ahh phonk.mp3,92722855,1.98,7.29
Harambe Theory 2013,fenk,Autotune Jambon,92727342,5.11,7.21
robotchief exposal,Madeliene,Afterglow (ft Roy),92729757,20.84,7.20
Pocky,Plasmii,-Swirl!-,92730302,4.08,7.71
tower descent,pocke,BUTT3RFLi3S >w<,92742742,10.34,7.43
Pictured as Perfect,tenzk,hi frums our tempos line up,92744725,20.00,7.96
CRUNCHDOWN,cynir,{dj-N} Intercept 2,92751949,14.07,8.04
Unite,SomeRandomCow,Geoplex - Enduring,92754566,1.06,7.28
Lambda Core,qerw1,Dark Angel - F-777,92764184,17.43,7.50
Free For All 2,Pennutoh,Free For All 2 - Newgrounds Cover,92766615,25.00,7.00
Silhouette Travel,Carnitine,-Sinking Feeling-,92770640,5.38,5.71
Phantasma,GDSkele,Level Three [Melodic Electro],92776747,3.78,6.11
BLACKLIGHTS,whlt,LASER8000,92782493,20.98,7.17
AKIRA,zXera,Gloxinia,92784581,6.68,7.05
QDYNAMIX,Valentlne,F-777 - Airborne Robots,92788300,23.22,8.63
Linear Lane,universedevon,Electroman Adventures,92805174,20.18,7.20
Geometry dash,SolexGD,Aurora Theory (Preview),92822044,11.87,7.00
Mausoleum,NEKONGAMES,FWLR & JELO - Release The Hounds [Road Trip EP],92833359,11.38,5.71
Pingas21,raixe,-Toxic sewers-,92844445,29.00,7.00
ENDOG,R4NGER,Exyl - Egg,92858014,2.04,7.61
Ocellios,dolphe,Teminite & Starr Chen - Fireflies (Zyzyx Remix),92891999,11.06,8.51
Atmosphere,Panya0208,Creo - Atmosphere,92894241,18.25,8.27
Summery,Klafterno,Summer Breeze,92895180,5.50,6.75
Skyline,RealStyx,Nyx,92898031,2.90,7.76
Momento Mori,BuiltInMacro,[TMM43] Ultimate Destruction,92901605,2.00,7.55
SUNSET,unoriginalmanh,THE WORLD WAS YOURS,92926866,5.27,7.45
Blithe,SyreNide,reedz,92952246,7.38,6.00
Empyrean,Kivvvi,Harvest,92957491,23.32,8.78
lights,hell,{dj-N} Intercept 2,92964605,1.09,5.81
CALYPSO BLITZ,Danke,Disco Dancing Caravan Camping,92971865,7.07,6.12
W A S T E D,Blogde,huken x murkish - wasted (nightcore) [Instrumental],92979046,2.24,6.95
Pokoj s Hodinami,SweetyDaniX,Through The Looking Glass,92987014,3.56,6.67
S0NJ,vonsse,sonj,92987295,2.64,7.23
C20H25N3O,Exi0n,Infinity Zone,92996138,2.95,5.71
SCENIC ROUTE,fJud,Creo - Drift,93001310,2.76,7.13
Such a Bad Way,MaxxoRMeN,Such a Bad song (for maxxormen),93003607,17.21,9.56
Wacky McWhackface v2,Szilu,Epilogue,93019675,22.93,7.10
Excruciation Chamber,spcreat,No Escape,93020424,N/A,N/A
Project MANDELBROT,Furorem,Sums,93048524,9.35,7.93
Iridescent Mania,coldpot,june,93069861,4.40,4.00
Worldwide Broadcast,J27Blaze,Revolve,93071258,6.00,8.62
Ti dichiaro fumato,AAAAAlex,1077,93077274,14.86,8.50
frequent visitor,R3XX3R,tofu muffinz,93082352,1.05,7.51
Deimos,ItsHybrid,[Deimos]*,93091893,N/A,N/A
